case_id,cluster,duration_days,outcome,loan_goal,app_type,requested_amount
Application_1825986201,1,21.74687686342593,Pending,Motorcycle,New credit,8000.0
Application_182600029,0,26.65759240740741,Denied,"Other, see explanation",New credit,5000.0
Application_1826191145,2,32.31637680555556,Cancelled,"Other, see explanation",New credit,20000.0
Application_1826211243,1,8.646916412037037,Pending,Car,New credit,25000.0
Application_1826347954,2,30.928469953703704,Cancelled,Car,New credit,25000.0
Application_1826382835,1,40.06329248842592,Pending,Existing loan takeover,New credit,48000.0
Application_1826390013,2,31.018930868055556,Cancelled,Home improvement,New credit,17200.0
Application_1826451403,2,30.9374980787037,Cancelled,Existing loan takeover,New credit,41000.0
Application_1826564545,1,11.060544247685186,Pending,Home improvement,New credit,25000.0
Application_1826620975,1,18.3074703125,Pending,Car,New credit,15000.0
Application_1826628650,0,6.1137727199074074,Denied,Car,New credit,7500.0
Application_1826649266,2,44.65918621527778,Cancelled,Home improvement,New credit,10000.0
Application_1826684322,1,15.968186215277779,Pending,Home improvement,New credit,32000.0
Application_1826685201,2,31.46236792824074,Cancelled,Home improvement,New credit,75000.0
Application_1826765816,2,31.66852511574074,Cancelled,Home improvement,New credit,5000.0
Application_1826872953,0,14.026112893518519,Denied,Existing loan takeover,New credit,55500.0
Application_1826901050,1,25.144124641203703,Pending,Unknown,New credit,0.0
Application_1826921669,2,31.775024710648147,Cancelled,Home improvement,New credit,30000.0
Application_1826923280,2,30.93931025462963,Cancelled,Car,New credit,15000.0
Application_182692737,2,33.45834768518519,Cancelled,Car,New credit,12500.0
Application_1826967244,0,56.48933452546296,Denied,Extra spending limit,New credit,15000.0
Application_1827075885,2,31.473991238425924,Cancelled,Car,New credit,13000.0
Application_182712917,1,57.11864842592593,Cancelled,Existing loan takeover,New credit,31000.0
Application_1827181681,0,18.552547326388886,Denied,Car,New credit,5000.0
Application_1827217035,1,7.229201018518518,Pending,Unknown,New credit,0.0
Application_1827266221,1,14.786460787037038,Cancelled,Car,New credit,15000.0
Application_1827376481,1,27.94065423611111,Pending,Car,New credit,20000.0
Application_1827521969,0,14.189111701388889,Denied,Existing loan takeover,New credit,9000.0
Application_1827582183,2,30.965908414351855,Cancelled,Home improvement,New credit,5000.0
Application_1827685541,1,14.011607511574073,Pending,Home improvement,Limit raise,12000.0
Application_1827717115,1,21.102390405092592,Pending,Existing loan takeover,New credit,23700.0
Application_1827761977,2,35.82351128472222,Cancelled,Existing loan takeover,New credit,14000.0
Application_1827799404,1,10.887365243055555,Pending,Home improvement,Limit raise,9500.0
Application_1827902106,2,30.62642230324074,Cancelled,Unknown,New credit,0.0
Application_1827919587,1,9.108092766203704,Pending,Car,New credit,10000.0
Application_1827926490,2,8.820417303240742,Cancelled,Existing loan takeover,New credit,25500.0
Application_1828081301,2,30.525155358796297,Cancelled,"Other, see explanation",Limit raise,7000.0
Application_1828103318,1,13.98555019675926,Pending,Home improvement,New credit,15000.0
Application_182815865,2,8.918864097222222,Cancelled,Car,New credit,17500.0
Application_1828267319,1,15.801058946759259,Pending,Existing loan takeover,New credit,15000.0
Application_1828294455,1,8.86698599537037,Pending,Existing loan takeover,New credit,55500.0
Application_1828343343,1,24.957107708333336,Pending,Home improvement,New credit,0.0
Application_1828353170,1,13.94873258101852,Pending,Existing loan takeover,New credit,40000.0
Application_1828381789,1,11.19471212962963,Pending,Unknown,New credit,0.0
Application_1828404203,2,38.67190517361111,Cancelled,Existing loan takeover,New credit,25000.0
Application_1828614596,1,8.565151643518519,Pending,Car,New credit,10000.0
Application_1828676985,2,31.809481666666667,Cancelled,"Other, see explanation",New credit,57500.0
Application_1828686543,1,20.48292689814815,Pending,Car,New credit,8750.0
Application_182869519,1,8.005388344907407,Pending,Car,New credit,13500.0
Application_1828725434,2,32.617743530092596,Cancelled,"Other, see explanation",New credit,20000.0
Application_1828802183,2,74.78817670138889,Cancelled,Home improvement,New credit,10000.0
Application_1828870553,2,32.846745381944444,Cancelled,Existing loan takeover,New credit,25000.0
Application_1828982892,1,27.60178287037037,Pending,Car,New credit,12500.0
Application_1829024669,0,12.957832962962962,Denied,Existing loan takeover,New credit,20000.0
Application_1829043609,1,31.830747465277774,Pending,Home improvement,New credit,10000.0
Application_1829078276,1,12.937933159722222,Pending,Home improvement,Limit raise,0.0
Application_182914615,0,30.032514988425927,Denied,Existing loan takeover,New credit,9000.0
Application_1829215276,0,12.027756701388888,Denied,Car,New credit,7700.0
Application_182922092,0,15.982755208333334,Denied,Car,New credit,8000.0
Application_1829244352,1,13.795091678240741,Pending,Existing loan takeover,Limit raise,35000.0
Application_18292630,1,67.37192582175926,Pending,"Other, see explanation",New credit,37500.0
Application_1829297282,0,33.86574534722222,Denied,Car,New credit,44000.0
Application_1829333594,1,9.767078414351852,Pending,Caravan / Camper,New credit,30000.0
Application_1829351727,1,7.830755092592592,Pending,Car,New credit,6500.0
Application_1829392718,2,36.91661565972222,Cancelled,Home improvement,New credit,27500.0
Application_1829420678,1,10.999072719907408,Pending,"Other, see explanation",New credit,10000.0
Application_1829465439,2,32.756244305555555,Cancelled,Extra spending limit,New credit,25000.0
Application_1829485980,1,9.50410494212963,Pending,Home improvement,New credit,15000.0
Application_1829492040,1,52.943520694444445,Pending,"Other, see explanation",New credit,10000.0
Application_1829498694,1,10.983063865740741,Pending,Car,New credit,10000.0
Application_1829577615,1,28.82068185185185,Pending,Unknown,New credit,0.0
Application_1829687885,1,14.146575717592592,Pending,Home improvement,Limit raise,19000.0
Application_1829753798,1,13.067044282407407,Pending,Car,New credit,7800.0
Application_1829767138,2,0.014850185185185185,Cancelled,Car,Limit raise,6000.0
Application_1829767472,1,13.128827974537037,Pending,Home improvement,New credit,25000.0
Application_1829768760,1,15.973245868055555,Pending,Home improvement,New credit,20000.0
Application_1829809582,1,9.056853888888888,Pending,Unknown,New credit,0.0
Application_1829819171,2,31.46815857638889,Cancelled,"Other, see explanation",New credit,10000.0
Application_1830164241,1,27.782288125,Pending,Home improvement,New credit,8500.0
Application_1830218734,2,32.84496054398148,Cancelled,Existing loan takeover,New credit,15000.0
Application_1830261390,1,30.13832386574074,Pending,Unknown,Limit raise,0.0
Application_1830266455,1,10.667377337962963,Pending,Car,New credit,30000.0
Application_1830330262,1,13.308910833333332,Pending,"Other, see explanation",New credit,12000.0
Application_1830400051,1,21.579756087962963,Pending,Extra spending limit,New credit,75000.0
Application_1830532197,1,13.012722037037037,Pending,Home improvement,Limit raise,25000.0
Application_1830575003,1,17.89743912037037,Pending,Not speficied,New credit,25000.0
Application_1830652485,1,13.99267726851852,Pending,Car,New credit,8000.0
Application_1830688036,1,9.028182488425925,Pending,Car,New credit,18000.0
Application_1830730638,2,30.80985114583333,Cancelled,Car,New credit,5000.0
Application_1830904674,1,14.500423032407408,Pending,Unknown,New credit,0.0
Application_1830913642,1,9.002074988425926,Pending,"Other, see explanation",Limit raise,12500.0
Application_1831068372,2,33.60001101851852,Cancelled,Existing loan takeover,New credit,15000.0
Application_1831134059,1,14.964781770833333,Pending,Car,New credit,11000.0
Application_1831173886,1,20.49591383101852,Pending,Home improvement,New credit,25000.0
Application_1831207059,1,19.10126230324074,Pending,Existing loan takeover,New credit,15000.0
Application_1831233134,2,32.67953961805556,Cancelled,Car,New credit,10000.0
Application_1831236396,2,32.99107302083333,Cancelled,Home improvement,New credit,5000.0
Application_1831243137,1,10.527373819444444,Pending,Car,New credit,12500.0
Application_183143684,1,20.71125832175926,Pending,Home improvement,New credit,15000.0
Application_183143916,0,13.613337673611111,Denied,Existing loan takeover,New credit,10000.0
Application_1831762136,1,15.072407337962963,Pending,Unknown,New credit,0.0
Application_1831903360,2,30.950167118055553,Cancelled,Unknown,New credit,0.0
Application_1831948498,1,10.788992314814815,Pending,Car,New credit,15000.0
Application_183198602,1,37.400642291666664,Pending,Home improvement,New credit,20000.0
Application_183205870,1,7.6913211689814815,Pending,Car,Limit raise,17000.0
Application_1832081539,1,24.054585636574075,Pending,Remaining debt home,New credit,30000.0
Application_1832124960,2,31.925739907407404,Cancelled,Home improvement,New credit,5000.0
Application_1832148354,2,31.464404120370368,Cancelled,Existing loan takeover,New credit,5000.0
Application_1832175451,1,8.744252175925926,Pending,Car,New credit,25000.0
Application_1832250678,1,6.34836744212963,Pending,Caravan / Camper,New credit,15000.0
Application_1832254057,1,7.7602618171296305,Pending,Car,New credit,50000.0
Application_183230419,1,5.820658796296296,Pending,Car,New credit,17000.0
Application_1832359699,0,27.441669560185186,Denied,Home improvement,New credit,12000.0
Application_1832380796,1,25.464967025462965,Pending,Existing loan takeover,New credit,45000.0
Application_1832401025,2,30.756574537037036,Cancelled,Existing loan takeover,Limit raise,0.0
Application_1832493729,1,18.312447835648147,Cancelled,"Other, see explanation",New credit,7750.0
Application_1832603494,2,30.17241331018518,Cancelled,Car,New credit,25000.0
Application_1832605266,0,11.097832476851853,Denied,Car,New credit,11000.0
Application_1832646712,1,17.811079907407407,Pending,Car,New credit,6000.0
Application_1832777563,1,9.328506493055556,Pending,Car,New credit,5000.0
Application_1832794147,1,19.724509085648148,Pending,Car,New credit,10000.0
Application_1832796446,2,12.740382256944445,Other,Car,New credit,0.0
Application_1832907034,1,15.62568929398148,Pending,Home improvement,New credit,0.0
Application_1832980257,1,3.0369229976851853,Pending,Unknown,Limit raise,7000.0
Application_1833180628,0,9.520396354166667,Denied,Car,New credit,5000.0
Application_1833362956,1,19.871345208333334,Pending,Car,Limit raise,0.0
Application_1833437649,0,5.904525405092593,Denied,Home improvement,New credit,20000.0
Application_1833543407,0,22.853951192129628,Denied,Existing loan takeover,New credit,59000.0
Application_1833582857,2,31.74340792824074,Cancelled,Car,New credit,5000.0
Application_183380621,2,0.7942913888888888,Cancelled,Car,New credit,8000.0
Application_1833814817,2,32.4625871875,Cancelled,Existing loan takeover,New credit,17000.0
Application_1833857395,1,14.486316342592593,Pending,Existing loan takeover,New credit,31000.0
Application_1833979489,1,6.623126550925925,Pending,Unknown,New credit,0.0
Application_1834078473,0,15.968741192129631,Denied,Car,New credit,15000.0
Application_1834213163,0,21.3030284375,Denied,Car,New credit,13500.0
Application_1834413022,0,20.250610555555557,Denied,Home improvement,New credit,25000.0
Application_1834515661,1,13.661947291666667,Pending,Home improvement,New credit,25000.0
Application_1834532023,2,31.836106458333337,Cancelled,Home improvement,New credit,30000.0
Application_1834532024,1,37.603782430555555,Pending,Not speficied,New credit,32000.0
Application_1834532038,2,40.94904707175926,Cancelled,Car,Limit raise,10000.0
Application_1834562586,1,14.887733946759258,Pending,Home improvement,New credit,5000.0
Application_1834592320,2,8.989786099537037,Cancelled,Car,Limit raise,12000.0
Application_1834596790,1,10.209308900462963,Pending,"Other, see explanation",Limit raise,25000.0
Application_1834669009,1,39.81160635416666,Pending,Car,New credit,10000.0
Application_1834707268,1,11.790559340277778,Pending,Existing loan takeover,New credit,18750.0
Application_183481406,2,32.56257431712963,Cancelled,"Other, see explanation",New credit,10000.0
Application_1834817043,2,31.82535320601852,Cancelled,Existing loan takeover,New credit,7025.0
Application_1834868424,1,19.081961886574074,Pending,Existing loan takeover,New credit,17500.0
Application_1835001438,0,8.903362060185184,Denied,Home improvement,New credit,5000.0
Application_1835125945,0,5.9867677662037035,Denied,Home improvement,New credit,5000.0
Application_1835139573,2,35.24279768518519,Cancelled,Car,New credit,5000.0
Application_1835154157,0,33.53570721064815,Denied,Existing loan takeover,New credit,20000.0
Application_183519926,1,17.686487037037036,Pending,Unknown,Limit raise,15000.0
Application_1835214356,1,7.080212962962963,Pending,Home improvement,Limit raise,15000.0
Application_1835222765,1,11.013755162037038,Pending,Unknown,Limit raise,10000.0
Application_183528099,2,0.7893938541666666,Cancelled,Car,New credit,10000.0
Application_1835401493,1,18.18325201388889,Pending,"Other, see explanation",New credit,8000.0
Application_1835447552,2,32.44418262731482,Cancelled,Car,New credit,5000.0
Application_1835597482,1,9.178600740740741,Pending,Car,New credit,15000.0
Application_1835611863,1,22.269731261574073,Pending,"Other, see explanation",New credit,15000.0
Application_1835712802,1,6.372763136574074,Pending,Car,New credit,5000.0
Application_1835885888,2,31.682387314814815,Cancelled,Car,New credit,5000.0
Application_1835983478,1,29.811040833333333,Pending,Home improvement,New credit,25000.0
Application_1835999682,1,19.896148043981484,Pending,Home improvement,Limit raise,10000.0
Application_1836071906,0,18.1610578125,Denied,Home improvement,New credit,6500.0
Application_1836083756,0,7.769697037037037,Denied,Extra spending limit,New credit,50000.0
Application_1836154669,1,39.06309399305555,Pending,"Other, see explanation",New credit,50000.0
Application_1836169687,1,12.701986597222222,Pending,Home improvement,New credit,25000.0
Application_1836306254,1,41.866419375,Pending,Existing loan takeover,New credit,0.0
Application_1836313442,1,63.138956875,Cancelled,Home improvement,New credit,75000.0
Application_1836314441,1,14.567080659722222,Pending,Car,New credit,10000.0
Application_183632538,2,32.65552541666667,Cancelled,Tax payments,Limit raise,17000.0
Application_1836370033,1,7.883709814814815,Pending,Existing loan takeover,New credit,5000.0
Application_1836482704,0,20.126639918981482,Denied,Car,New credit,18500.0
Application_1836635701,1,62.913530486111114,Cancelled,Existing loan takeover,New credit,25000.0
Application_1836690227,1,17.876401886574072,Pending,Unknown,New credit,0.0
Application_1836826811,1,34.629035254629635,Pending,Car,New credit,20000.0
Application_1836857131,1,7.918546111111111,Pending,Car,New credit,10000.0
Application_1836900891,1,9.65755449074074,Pending,Car,New credit,5000.0
Application_1836917660,2,31.644492407407405,Cancelled,Extra spending limit,Limit raise,23000.0
Application_1837232546,2,6.968782106481481,Cancelled,Existing loan takeover,New credit,5000.0
Application_1837239143,1,13.49489974537037,Pending,Existing loan takeover,New credit,8170.0
Application_1837246755,1,11.918652627314815,Pending,"Other, see explanation",New credit,20000.0
Application_1837263594,2,32.61842795138889,Cancelled,Car,New credit,17500.0
Application_1837286038,2,30.804079328703704,Cancelled,Existing loan takeover,New credit,34500.0
Application_1837331483,1,2.8469963425925924,Pending,Unknown,New credit,0.0
Application_1837337240,1,9.566914525462963,Pending,Car,New credit,20000.0
Application_1837402244,2,30.82791978009259,Cancelled,Existing loan takeover,New credit,10000.0
Application_1837462519,0,10.075290347222221,Denied,Home improvement,New credit,15000.0
Application_1837514947,1,38.79134809027778,Cancelled,Existing loan takeover,New credit,60000.0
Application_1837589687,1,11.170612962962963,Pending,Existing loan takeover,Limit raise,15000.0
Application_1837606480,1,54.74785104166667,Pending,Unknown,New credit,50000.0
Application_1837644768,2,31.944837384259262,Cancelled,Home improvement,Limit raise,50000.0
Application_1837691373,2,32.91368885416667,Cancelled,Existing loan takeover,New credit,15000.0
Application_1837817873,1,51.92850221064815,Pending,Car,New credit,5000.0
Application_1837989268,1,15.603847905092593,Pending,Car,New credit,0.0
Application_1837996624,2,15.564816284722223,Cancelled,Home improvement,New credit,22000.0
Application_1838013881,1,15.785342986111113,Pending,Car,New credit,16000.0
Application_1838174926,1,10.870845486111111,Pending,Home improvement,Limit raise,8500.0
Application_1838182698,1,126.60772586805557,Pending,Car,Limit raise,0.0
Application_1838195672,2,59.60774922453704,Cancelled,Home improvement,New credit,37500.0
Application_183825585,0,13.965598819444443,Denied,Car,New credit,10000.0
Application_183829032,2,30.901177569444446,Cancelled,Home improvement,New credit,15000.0
Application_1838351905,1,20.03400417824074,Pending,Car,New credit,5000.0
Application_183836870,1,13.000297025462963,Pending,Home improvement,New credit,20000.0
Application_1838422205,2,34.80203121527778,Cancelled,Existing loan takeover,New credit,5000.0
Application_1838440360,2,30.63788783564815,Cancelled,Home improvement,New credit,35000.0
Application_1838525925,2,35.75810171296296,Cancelled,Boat,Limit raise,20000.0
Application_1838695086,1,11.799604085648147,Pending,Not speficied,Limit raise,30000.0
Application_1838709942,2,34.6180252662037,Cancelled,Existing loan takeover,New credit,7500.0
Application_1838732360,2,30.64718945601852,Cancelled,Existing loan takeover,New credit,5000.0
Application_1838736165,1,27.59703490740741,Pending,Remaining debt home,New credit,8000.0
Application_1838804220,1,18.929827280092592,Pending,Unknown,New credit,0.0
Application_1838808639,1,24.742756122685186,Pending,Existing loan takeover,New credit,10000.0
Application_183895888,1,11.794201793981482,Pending,Car,New credit,0.0
Application_1839068775,1,20.858417002314816,Pending,Home improvement,Limit raise,0.0
Application_1839087887,1,46.3731449537037,Cancelled,Car,New credit,5000.0
Application_1839163450,0,8.112593935185185,Denied,Unknown,New credit,15000.0
Application_1839234610,1,11.934626342592592,Pending,Home improvement,New credit,5000.0
Application_1839260391,0,12.744689328703704,Denied,Car,New credit,5000.0
Application_1839367200,1,62.10954435185185,Cancelled,Car,Limit raise,50000.0
Application_1839529029,2,31.585685497685184,Cancelled,Boat,New credit,7000.0
Application_1839533971,0,21.336589537037035,Denied,Existing loan takeover,New credit,16000.0
Application_183981334,2,30.81094016203704,Cancelled,Existing loan takeover,New credit,15000.0
Application_1839855484,0,3.127143252314815,Denied,Remaining debt home,New credit,35000.0
Application_1839878297,0,20.249572662037036,Denied,Existing loan takeover,New credit,9500.0
Application_1839929051,1,29.720735925925922,Pending,Home improvement,New credit,15000.0
Application_1839957236,2,36.673982199074075,Cancelled,Existing loan takeover,New credit,5000.0
Application_1840188335,1,22.740495011574076,Pending,Not speficied,New credit,40000.0
Application_1840222468,1,31.574150671296294,Pending,Existing loan takeover,New credit,50000.0
Application_1840348307,2,31.798346643518517,Cancelled,"Other, see explanation",New credit,16000.0
Application_1840472630,1,50.09842680555556,Pending,Unknown,New credit,0.0
Application_1840582475,1,20.829925497685185,Pending,Home improvement,New credit,10000.0
Application_1840606572,1,7.974402569444444,Pending,Home improvement,New credit,6000.0
Application_1840614207,1,21.25353221064815,Pending,Car,Limit raise,15000.0
Application_184080124,1,8.937457835648148,Cancelled,Home improvement,New credit,0.0
Application_184083402,0,13.127506284722223,Denied,Car,New credit,10000.0
Application_1840889121,1,16.06547818287037,Pending,Existing loan takeover,Limit raise,10000.0
Application_1840892126,1,22.797344895833334,Pending,Car,New credit,23000.0
Application_1841039405,0,11.674341527777777,Denied,Car,New credit,10000.0
Application_184121316,2,32.37839164351852,Cancelled,Car,New credit,5000.0
Application_1841328925,0,14.192803587962963,Denied,Existing loan takeover,New credit,10000.0
Application_184143337,1,38.69640396990741,Pending,Home improvement,New credit,10000.0
Application_1841481087,2,7.276117002314814,Cancelled,Not speficied,New credit,7500.0
Application_1841520354,1,9.840711469907408,Pending,Home improvement,New credit,15000.0
Application_1841551442,1,10.626356921296296,Pending,Car,New credit,5000.0
Application_1841570712,0,10.761318368055555,Denied,Home improvement,New credit,20000.0
Application_1841580589,1,13.461071018518519,Pending,Home improvement,New credit,25000.0
Application_1841581377,0,17.47716712962963,Denied,Car,New credit,16500.0
Application_1841789315,1,14.431912581018517,Pending,Car,New credit,5000.0
Application_1841925470,0,6.755731909722222,Denied,Not speficied,New credit,55000.0
Application_1841985459,0,9.23447650462963,Denied,Home improvement,New credit,15000.0
Application_184210064,1,38.73909758101852,Pending,Existing loan takeover,New credit,44000.0
Application_1842130888,2,33.586543043981486,Cancelled,Car,New credit,5000.0
Application_1842233998,1,16.489112083333332,Pending,Home improvement,New credit,10000.0
Application_1842265654,2,32.496445486111114,Cancelled,Existing loan takeover,New credit,20000.0
Application_1842271625,1,7.264800787037037,Cancelled,Unknown,New credit,0.0
Application_1842272464,1,20.503009386574075,Pending,Existing loan takeover,New credit,67000.0
Application_1842274873,1,7.138568148148147,Pending,Caravan / Camper,Limit raise,24000.0
Application_1842322303,2,35.47558149305556,Cancelled,Home improvement,New credit,5000.0
Application_1842370876,2,32.74131122685185,Cancelled,Existing loan takeover,New credit,27000.0
Application_1842419637,1,40.94861940972223,Pending,"Other, see explanation",New credit,26000.0
Application_1842464968,1,36.967789027777776,Pending,Existing loan takeover,New credit,6500.0
Application_1842470381,2,32.63763284722222,Cancelled,"Other, see explanation",New credit,75000.0
Application_1842591125,0,8.91235425925926,Denied,Existing loan takeover,New credit,37900.0
Application_1842610353,0,16.64814568287037,Denied,Home improvement,New credit,5000.0
Application_1842624116,1,15.954012060185185,Pending,Not speficied,New credit,5500.0
Application_1842714490,1,8.833828564814814,Pending,Unknown,New credit,0.0
Application_1842852252,1,12.591774502314815,Pending,Not speficied,New credit,5000.0
Application_1842906249,1,14.934071631944446,Pending,Home improvement,Limit raise,10000.0
Application_184291139,1,7.927717557870371,Pending,Car,New credit,5000.0
Application_1843232594,1,22.80948238425926,Pending,Unknown,New credit,0.0
Application_184327246,1,9.071356030092593,Pending,Car,New credit,6500.0
Application_1843549466,2,31.795464675925928,Cancelled,"Other, see explanation",New credit,15000.0
Application_184358220,2,15.493867858796296,Cancelled,Remaining debt home,New credit,27000.0
Application_1843639891,2,5.166857835648148,Cancelled,Car,New credit,5000.0
Application_1844144971,1,26.69004306712963,Pending,Home improvement,New credit,18000.0
Application_1844455564,1,10.078782175925927,Pending,Caravan / Camper,New credit,10000.0
Application_1844570681,1,26.698183715277775,Pending,Car,Limit raise,46000.0
Application_1844611671,2,60.92482006944444,Cancelled,Home improvement,New credit,5000.0
Application_1844678824,1,38.57626240740741,Pending,Home improvement,New credit,24000.0
Application_1844716442,1,15.641660324074074,Pending,Home improvement,New credit,25000.0
Application_1844825696,2,32.520084768518515,Cancelled,Remaining debt home,New credit,20000.0
Application_1844843408,2,1.0031226504629631,Cancelled,"Other, see explanation",Limit raise,15000.0
Application_1844867783,1,18.724039224537037,Pending,"Other, see explanation",New credit,5000.0
Application_1844911312,1,11.818300393518518,Pending,Home improvement,Limit raise,25000.0
Application_1844943444,2,36.73598469907407,Cancelled,Home improvement,New credit,75000.0
Application_1845004175,1,5.702328287037037,Pending,Car,New credit,15000.0
Application_1845032160,1,25.854044629629627,Pending,Existing loan takeover,New credit,50000.0
Application_1845145666,1,8.658622256944444,Pending,Car,New credit,12500.0
Application_1845151636,2,31.725321203703704,Cancelled,Home improvement,New credit,20000.0
Application_1845224449,1,21.015538368055555,Pending,Existing loan takeover,New credit,15000.0
Application_1845304792,2,32.321363321759264,Cancelled,"Other, see explanation",New credit,20000.0
Application_1845368056,1,23.923599108796296,Pending,Car,New credit,5000.0
Application_1845393547,2,30.697485740740742,Cancelled,Home improvement,New credit,7500.0
Application_1845440583,1,49.78527758101852,Pending,Existing loan takeover,New credit,14000.0
Application_1845545288,2,30.55387332175926,Cancelled,Home improvement,New credit,10000.0
Application_1845547664,1,10.113834421296296,Pending,Not speficied,New credit,9000.0
Application_1845792027,2,32.953398854166664,Cancelled,Home improvement,New credit,10000.0
Application_1845834489,1,10.669031782407407,Pending,Not speficied,New credit,5250.0
Application_1845962874,1,22.882947256944444,Pending,"Other, see explanation",New credit,6000.0
Application_1845982965,1,19.842368252314817,Pending,Home improvement,New credit,10000.0
Application_1845988951,1,11.700677708333334,Pending,Car,New credit,9000.0
Application_1845996368,0,18.76327024305556,Denied,Car,New credit,5000.0
Application_1846073266,1,7.189396655092593,Pending,Home improvement,Limit raise,25000.0
Application_1846118121,1,11.141076087962963,Cancelled,Home improvement,New credit,5000.0
Application_1846127281,1,3.9564507638888893,Pending,Car,New credit,7500.0
Application_1846184631,2,1.9752793981481482,Cancelled,Existing loan takeover,New credit,10000.0
Application_1846243720,2,35.597020891203705,Cancelled,Home improvement,New credit,8000.0
Application_1846263192,1,15.904762361111112,Pending,Home improvement,Limit raise,10000.0
Application_1846291324,2,31.69075162037037,Cancelled,Existing loan takeover,New credit,50000.0
Application_1846383965,1,20.80156576388889,Pending,Car,New credit,7500.0
Application_18463847,2,38.616309375,Cancelled,Not speficied,Limit raise,20000.0
Application_1846502351,1,28.544971307870373,Pending,Car,New credit,24000.0
Application_1846626914,1,11.146514583333333,Pending,Car,New credit,5000.0
Application_1846691376,1,7.1042376967592595,Pending,Unknown,New credit,29000.0
Application_1846693519,1,18.890257326388888,Pending,Existing loan takeover,New credit,19000.0
Application_1846759622,1,9.815416990740742,Pending,Unknown,New credit,0.0
Application_184677584,2,10.913970428240741,Cancelled,Car,New credit,6500.0
Application_1846820436,1,4.766814305555555,Pending,Unknown,New credit,0.0
Application_1847012732,2,33.54902793981481,Cancelled,Remaining debt home,New credit,50000.0
Application_1847020617,2,34.730397384259255,Cancelled,Home improvement,New credit,15000.0
Application_1847033425,0,14.805731631944445,Denied,Existing loan takeover,New credit,25000.0
Application_1847062642,0,17.594814837962964,Denied,Car,New credit,5000.0
Application_184706424,1,28.19743304398148,Pending,Remaining debt home,New credit,20000.0
Application_1847079753,1,18.83692434027778,Pending,Car,New credit,5000.0
Application_1847144238,1,14.283080659722222,Pending,Home improvement,New credit,25000.0
Application_1847236945,0,39.81217304398148,Denied,Home improvement,New credit,30000.0
Application_1847299616,1,10.818807870370371,Pending,Home improvement,Limit raise,25000.0
Application_1847339956,1,13.86177099537037,Pending,Extra spending limit,Limit raise,20000.0
Application_1847378722,0,9.01064087962963,Denied,Unknown,New credit,0.0
Application_1847389115,0,7.368444652777778,Denied,Existing loan takeover,New credit,12000.0
Application_1847406506,1,30.583305243055555,Pending,Home improvement,New credit,30000.0
Application_1847492658,1,11.979671782407408,Pending,"Other, see explanation",New credit,5000.0
Application_1847622135,1,66.3480995138889,Pending,Existing loan takeover,New credit,15000.0
Application_1847624232,2,31.292389351851853,Cancelled,Car,New credit,6000.0
Application_1847763114,2,34.83474274305556,Cancelled,Existing loan takeover,New credit,27500.0
Application_1847808252,2,30.856126157407406,Cancelled,Unknown,New credit,0.0
Application_1847919321,1,7.0414280555555555,Pending,Car,New credit,15000.0
Application_1847941837,1,25.073371770833333,Pending,Existing loan takeover,Limit raise,19500.0
Application_1848036697,1,14.222260023148149,Pending,Unknown,New credit,250000.0
Application_1848065299,2,31.468873425925924,Cancelled,Remaining debt home,New credit,5000.0
Application_1848065357,1,14.852304768518518,Pending,Home improvement,New credit,5000.0
Application_184807860,0,17.271526655092593,Denied,Car,New credit,8000.0
Application_1848152773,2,30.827129560185185,Cancelled,Car,New credit,10500.0
Application_184820054,1,28.07028335648148,Pending,"Other, see explanation",New credit,10000.0
Application_1848296752,2,30.85049385416667,Cancelled,Extra spending limit,Limit raise,0.0
Application_1848337819,1,14.01188675925926,Pending,Unknown,Limit raise,0.0
Application_1848449060,1,8.539738483796297,Pending,Home improvement,New credit,5000.0
Application_1848540504,1,15.038883993055556,Pending,Home improvement,Limit raise,28000.0
Application_1848603655,2,32.28643940972223,Cancelled,Car,New credit,6300.0
Application_1848636655,2,8.745164988425927,Cancelled,Car,New credit,15000.0
Application_1848644842,2,35.800391793981476,Cancelled,Car,New credit,7000.0
Application_1848656425,1,46.05421650462963,Cancelled,Home improvement,New credit,40000.0
Application_1848685618,2,9.867077592592592,Cancelled,"Other, see explanation",New credit,6000.0
Application_1848712574,1,15.928215844907406,Pending,Existing loan takeover,New credit,15000.0
Application_1848783233,2,34.65867549768519,Cancelled,Home improvement,New credit,20000.0
Application_184883322,0,22.732355972222223,Denied,Car,New credit,8500.0
Application_1848912346,1,7.06750394675926,Pending,Motorcycle,Limit raise,20000.0
Application_1848977499,1,32.53129578703703,Cancelled,"Other, see explanation",New credit,35000.0
Application_1849116697,1,13.92154605324074,Pending,Car,New credit,20000.0
Application_1849209375,1,21.11670210648148,Pending,Extra spending limit,Limit raise,5000.0
Application_1849281954,2,32.751776354166665,Cancelled,Car,New credit,10000.0
Application_1849291421,1,13.046539502314815,Pending,Car,New credit,5000.0
Application_1849495113,2,30.801151712962962,Cancelled,Unknown,New credit,0.0
Application_1849571436,0,23.085302789351854,Denied,"Other, see explanation",New credit,5000.0
Application_1849672335,1,16.158652430555556,Pending,Home improvement,New credit,8000.0
Application_1849739044,2,31.82928460648148,Cancelled,Car,New credit,20000.0
Application_1849778934,2,31.490780219907407,Cancelled,Extra spending limit,New credit,15000.0
Application_1849789695,1,38.04589202546296,Pending,Motorcycle,New credit,7500.0
